company_id,year,net_profit_margin,operating_profit_margin,roe,roce,roa,debt_equity,high_leverage,interest_coverage,interest_label,interest_warning,net_debt,asset_turnover,book_value_per_share,dividend_payout_ratio,free_cash_flow,cfo_quality_score,cfo_quality_label,capex_intensity,capex_label,fcf_conversion,cfo_sign,cfi_sign,cff_sign,pattern_label,revenue_cagr_3yr,revenue_cagr_5yr,revenue_cagr_10yr,pat_cagr_3yr,pat_cagr_5yr,pat_cagr_10yr,eps_cagr_3yr,eps_cagr_5yr,eps_cagr_10yr,revenue_cagr_3yr_flag,revenue_cagr_5yr_flag,revenue_cagr_10yr_flag,pat_cagr_3yr_flag,pat_cagr_5yr_flag,pat_cagr_10yr_flag,eps_cagr_3yr_flag,eps_cagr_5yr_flag,eps_cagr_10yr_flag,quality_score
ABB,2012,8.77,12.22,22.41,36.32,15.99,0.0,0,,Debt Free,0,0.0,1.82,30.81,25.0,42.0,0.7,Moderate,3.57,Moderate,20.79,+,-,-,Reinvestor,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,44.44
ABB,2014,8.7,11.73,25.13,40.1,17.38,0.0,0,,Debt Free,0,0.0,2.0,37.52,25.0,11.0,0.78,Moderate,6.33,Moderate,4.12,+,-,-,Reinvestor,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,44.44
ABB,2014,8.7,11.73,25.13,40.1,17.38,0.0,0,,Debt Free,0,0.0,2.0,37.52,25.0,0.0,0.0,Accrual Risk,0.0,Asset Light,0.0,0,0,0,Unknown,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,33.33
ABB,2015,10.0,13.63,24.44,38.42,16.67,0.0,0,,Debt Free,0,0.0,1.67,44.62,29.0,28.0,0.94,Moderate,8.17,Capital Intensive,8.97,+,-,-,Reinvestor,11.46,,,16.45,,,16.67,,,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,44.44
ABB,2015,10.0,13.63,24.44,38.42,16.67,0.0,0,,Debt Free,0,0.0,1.67,44.62,29.0,-1899.0,0.15,Accrual Risk,81.43,Capital Intensive,-608.65,-,-,+,Growth Funded by Debt,11.46,,,16.45,,,16.67,,,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,33.33
ABB,2016,9.76,13.96,21.34,34.48,15.78,0.0,0,138.33,Interest Bearing,0,0.0,1.62,56.9,29.0,172.0,0.98,Moderate,2.95,Asset Light,47.12,+,-,-,Reinvestor,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,55.56
ABB,2016,9.76,13.96,21.34,34.48,15.78,0.0,0,138.33,Interest Bearing,0,0.0,1.62,56.9,29.0,728.0,6.05,High Quality,31.22,Capital Intensive,199.45,+,-,-,Shareholder Returns,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,66.67
ABB,2017,9.54,13.71,19.97,32.66,13.41,0.0,0,227.5,Interest Bearing,0,0.0,1.41,66.05,31.0,152.0,1.11,High Quality,5.34,Moderate,38.19,+,-,-,Shareholder Returns,8.45,11.92,,11.84,13.82,,11.81,13.84,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,100.0
ABB,2017,9.54,13.71,19.97,32.66,13.41,0.0,0,227.5,Interest Bearing,0,0.0,1.41,66.05,31.0,459.0,7.9,High Quality,59.59,Capital Intensive,115.33,+,-,-,Shareholder Returns,8.45,11.92,,11.84,13.82,,11.81,13.84,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,100.0
ABB,2018,12.16,15.92,23.69,37.68,16.6,0.0,0,160.5,Interest Bearing,0,0.0,1.37,80.62,29.0,-62.0,0.38,Accrual Risk,6.52,Moderate,-11.81,+,-,-,Reinvestor,12.95,,,20.53,,,20.51,,,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,44.44
ABB,2018,12.16,15.92,23.69,37.68,16.6,0.0,0,160.5,Interest Bearing,0,0.0,1.37,80.62,29.0,-994.0,5.48,High Quality,96.79,Capital Intensive,-189.33,+,-,+,Mixed,12.95,,,20.53,,,20.51,,,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,55.56
ABB,2019,12.23,16.44,22.41,35.66,15.3,0.0,0,359.0,Interest Bearing,0,0.0,1.25,95.62,31.0,242.0,1.11,High Quality,6.99,Moderate,40.0,+,-,-,Shareholder Returns,12.07,10.08,,20.84,17.84,,20.89,17.92,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,100.0
ABB,2019,12.23,16.44,22.41,35.66,15.3,0.0,0,359.0,Interest Bearing,0,0.0,1.25,95.62,31.0,-459.0,5.76,High Quality,82.9,Capital Intensive,-75.87,+,-,+,Mixed,12.07,10.08,,20.84,17.84,,20.89,17.92,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,88.89
ABB,2020,14.49,18.49,24.39,33.08,16.72,0.07,0,96.78,Interest Bearing,0,175.0,1.15,115.76,90.0,225.0,1.06,High Quality,9.8,Capital Intensive,29.72,+,-,-,Shareholder Returns,12.13,12.33,,28.88,20.96,,28.99,20.9,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,100.0
ABB,2020,14.49,18.49,24.39,33.08,16.72,0.07,0,96.78,Interest Bearing,0,175.0,1.15,115.76,90.0,-206.0,9.17,High Quality,137.87,Capital Intensive,-27.21,+,-,+,Mixed,12.13,12.33,,28.88,20.96,,28.99,20.9,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,88.89
ABB,2021,16.03,21.39,26.56,35.75,17.99,0.06,0,55.72,Interest Bearing,0,153.0,1.12,123.9,85.0,655.0,1.05,High Quality,1.67,Asset Light,71.04,+,-,-,Shareholder Returns,9.33,10.52,,19.89,22.06,,19.8,22.05,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,100.0
ABB,2021,16.03,21.39,26.56,35.75,17.99,0.06,0,55.72,Interest Bearing,0,153.0,1.12,123.9,85.0,-225.0,5.48,High Quality,93.02,Capital Intensive,-24.4,+,-,-,Shareholder Returns,9.33,10.52,,19.89,22.06,,19.8,22.05,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,88.89
ABB,2022,16.26,22.02,28.33,38.56,18.92,0.05,0,61.32,Interest Bearing,0,152.0,1.16,134.29,73.0,552.0,1.19,High Quality,8.06,Capital Intensive,51.02,+,-,-,Shareholder Returns,10.12,11.1,11.51,21.09,23.6,18.61,21.05,23.67,18.65,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,100.0
ABB,2022,16.26,22.02,28.33,38.56,18.92,0.05,0,61.32,Interest Bearing,0,152.0,1.16,134.29,73.0,161.0,5.13,High Quality,80.11,Capital Intensive,14.88,+,-,-,Shareholder Returns,10.12,11.1,11.51,21.09,23.6,18.61,21.05,23.67,18.65,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,100.0
ABB,2023,17.74,22.55,29.77,40.71,20.83,0.04,0,85.0,Interest Bearing,0,113.0,1.17,151.81,73.0,745.0,0.94,Moderate,2.77,Asset Light,61.77,+,-,-,Reinvestor,9.33,10.16,,16.97,18.8,,17.01,18.79,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,88.89
ABB,2023,17.74,22.55,29.77,40.71,20.83,0.04,0,85.0,Interest Bearing,0,113.0,1.17,151.81,73.0,-922.0,3.98,High Quality,87.85,Capital Intensive,-76.45,+,-,+,Mixed,9.33,10.16,,16.97,18.8,,17.01,18.79,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,88.89
ABB,2024,20.53,24.84,32.47,44.66,23.13,0.02,0,141.75,Interest Bearing,0,83.0,1.13,176.14,73.0,797.0,1.01,High Quality,7.11,Moderate,54.85,+,-,-,Shareholder Returns,10.71,9.72,9.9,20.23,21.69,19.75,20.24,21.66,19.77,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,88.89
ABB,2024,20.53,24.84,32.47,44.66,23.13,0.02,0,141.75,Interest Bearing,0,83.0,1.13,176.14,73.0,1095.0,5.03,High Quality,84.51,Capital Intensive,75.36,+,-,-,Shareholder Returns,10.71,9.72,9.9,20.23,21.69,19.75,20.24,21.66,19.77,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,88.89
ABB,2024,20.53,24.84,34.11,47.17,23.72,0.02,0,141.75,Interest Bearing,0,60.0,1.16,167.67,73.0,797.0,1.01,High Quality,7.11,Moderate,54.85,+,-,-,Shareholder Returns,10.71,9.72,9.9,20.23,21.69,19.75,20.24,21.66,19.77,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,88.89
ABB,2024,20.53,24.84,34.11,47.17,23.72,0.02,0,141.75,Interest Bearing,0,60.0,1.16,167.67,73.0,1095.0,5.03,High Quality,84.51,Capital Intensive,75.36,+,-,-,Shareholder Returns,10.71,9.72,9.9,20.23,21.69,19.75,20.24,21.66,19.77,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,88.89
ADANIENSOL,2014,,,0.0,0.0,,0.0,0,,Debt Free,0,0.0,,1.0,0.0,0.0,0.0,Insufficient Data,,,,0,0,0,Unknown,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,11.11
ADANIENSOL,2015,-5.34,77.1,-0.65,0.29,-0.06,8.96,1,1.42,Interest Bearing,1,9701.0,0.01,0.99,0.0,-1899.0,5.0,High Quality,1422.9,Capital Intensive,-1880.2,-,-,+,Growth Funded by Debt,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,11.11
ADANIENSOL,2016,16.77,87.83,13.77,9.24,3.13,3.21,1,2.09,Interest Bearing,0,8565.0,0.19,2.43,0.0,728.0,4.2,High Quality,37.19,Capital Intensive,37.78,+,-,-,Shareholder Returns,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,22.22
ADANIENSOL,2017,14.46,68.95,14.12,9.24,3.25,3.05,1,2.22,Interest Bearing,0,8870.0,0.22,2.68,0.0,459.0,5.26,High Quality,60.15,Capital Intensive,23.15,+,-,-,Shareholder Returns,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,22.22
ADANIENSOL,2018,28.98,71.65,18.87,12.44,6.62,1.72,0,3.31,Interest Bearing,0,10428.0,0.23,5.51,0.0,-994.0,1.92,High Quality,80.93,Capital Intensive,-35.17,+,-,+,Mixed,211.09,,,,,,,,,NORMAL,INSUFFICIENT,INSUFFICIENT,TURNAROUND,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,33.33
ADANIENSOL,2019,7.65,38.03,6.95,6.11,1.72,2.5,1,2.24,Interest Bearing,0,19801.0,0.22,7.31,0.0,-459.0,4.64,High Quality,41.75,Capital Intensive,-16.52,+,-,+,Mixed,49.32,,,14.95,,,18.56,,,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,11.11
ADANIENSOL,2020,6.18,37.3,8.31,6.97,1.78,2.85,1,2.02,Interest Bearing,0,23933.0,0.29,7.73,0.0,-206.0,7.7,High Quality,49.43,Capital Intensive,-4.84,+,-,+,Mixed,58.33,144.37,,19.28,,,20.51,,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,TURNAROUND,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,22.22
ADANIENSOL,2021,13.0,39.79,14.46,8.19,2.98,3.04,1,2.39,Interest Bearing,0,26653.0,0.23,8.11,0.0,-225.0,2.93,High Quality,40.39,Capital Intensive,-5.7,+,-,-,Shareholder Returns,36.02,35.24,,4.12,28.51,,3.23,29.67,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,44.44
ADANIENSOL,2022,10.98,37.36,12.47,7.85,2.6,3.02,1,2.32,Interest Bearing,0,29341.0,0.24,9.01,0.0,161.0,3.31,High Quality,34.96,Capital Intensive,3.83,+,-,-,Shareholder Returns,15.51,31.38,,30.28,24.33,,30.06,22.42,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,55.56
ADANIENSOL,2023,9.64,33.99,10.9,7.21,2.38,2.92,1,2.19,Interest Bearing,0,32900.0,0.25,10.54,0.0,-922.0,2.95,High Quality,35.35,Capital Intensive,-20.41,+,-,+,Mixed,5.2,27.51,,21.97,2.31,,16.26,1.92,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,22.22
ADANIENSOL,2024,7.2,34.39,9.46,7.15,2.04,2.93,1,2.28,Interest Bearing,0,36304.0,0.28,11.34,0.0,1095.0,5.05,High Quality,29.76,Capital Intensive,19.17,+,-,-,Shareholder Returns,18.72,17.85,,-2.49,16.43,,-3.13,14.87,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,55.56
ADANIENSOL,2024,7.2,34.39,5.7,5.93,1.73,1.86,0,2.28,Interest Bearing,0,37401.0,0.24,17.47,0.0,1095.0,5.05,High Quality,29.76,Capital Intensive,19.17,+,-,-,Shareholder Returns,18.72,17.85,,-2.49,16.43,,-3.13,14.87,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,55.56
ADANIENT,2013,2.63,12.98,5.69,4.74,1.09,3.24,1,2.23,Interest Bearing,0,69009.0,0.41,194.51,10.0,-7124.0,6.29,High Quality,31.89,Capital Intensive,-118.32,+,-,+,Mixed,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,11.11
ADANIENT,2014,4.82,17.08,11.14,5.05,2.24,3.03,1,1.85,Interest Bearing,0,71692.0,0.47,215.97,7.0,221.0,3.11,High Quality,14.57,Capital Intensive,2.36,+,-,-,Shareholder Returns,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,22.22
ADANIENT,2015,3.56,19.31,8.93,5.66,1.76,3.25,1,1.88,Interest Bearing,0,82827.0,0.49,233.89,8.0,-2933.0,3.71,High Quality,17.78,Capital Intensive,-23.56,+,-,+,Mixed,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,11.11
ADANIENT,2016,2.94,4.95,7.47,4.21,2.4,1.43,0,2.01,Interest Bearing,0,18364.0,0.82,121.62,4.0,3287.0,5.11,High Quality,5.37,Moderate,195.19,+,-,-,Shareholder Returns,-9.82,,,-6.36,,,-15.66,,,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,22.22
ADANIENT,2017,2.53,5.21,6.54,3.98,1.94,1.47,0,2.11,Interest Bearing,0,19804.0,0.77,128.51,4.0,-686.0,0.84,Moderate,4.0,Moderate,-36.07,+,-,+,Mixed,-12.72,,,-29.55,,,-23.37,,,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,NORMAL,INSUFFICIENT,INSUFFICIENT,0.0
ADANIENT,2018,1.65,5.67,3.94,3.52,1.05,1.17,0,1.92,Interest Bearing,0,16176.0,0.64,137.17,6.0,-4707.0,4.95,High Quality,21.29,Capital Intensive,-230.96,+,-,+,Mixed,-17.71,-4.98,,-36.3,-13.38,,-27.01,-14.14,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,11.11
ADANIENT,2019,1.25,4.88,3.43,3.26,1.19,0.76,0,1.52,Interest Bearing,0,9732.0,0.95,134.15,6.0,5723.0,6.4,High Quality,6.16,Moderate,290.66,+,+,-,Liquidating Assets,5.89,-5.98,,-20.31,-28.17,,-8.04,-18.94,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,33.33
ADANIENT,2020,2.4,5.29,6.14,5.43,2.22,0.73,0,2.01,Interest Bearing,0,10467.0,0.93,154.06,10.0,1372.0,2.36,High Quality,2.49,Asset Light,59.81,+,-,-,Shareholder Returns,5.91,-7.61,,3.98,-14.66,,3.57,-11.09,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,33.33
ADANIENT,2021,2.65,6.34,6.1,4.86,2.03,0.95,0,2.18,Interest Bearing,0,10724.0,0.77,155.99,12.0,-4568.0,3.87,High Quality,21.78,Capital Intensive,-182.28,+,-,+,Mixed,3.25,3.06,,20.76,0.9,,4.55,-2.33,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,22.22
ADANIENT,2022,1.14,5.35,3.54,3.44,0.78,1.87,0,1.87,Interest Bearing,0,37312.0,0.68,202.34,14.0,-15656.0,1.76,High Quality,24.55,Capital Intensive,-421.54,+,-,+,Mixed,19.8,13.7,,15.91,-3.16,,0.0,-4.9,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,NORMAL,NORMAL,INSUFFICIENT,22.22
ADANIENT,2023,1.9,6.91,7.33,6.59,1.71,1.61,0,2.43,Interest Bearing,0,46890.0,0.9,289.92,6.0,2167.0,7.28,High Quality,12.12,Capital Intensive,24.57,+,-,-,Shareholder Returns,43.23,28.84,10.65,32.55,32.46,7.12,30.06,25.74,3.9,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,55.56
ADANIENT,2024,3.46,11.8,8.53,7.63,2.08,1.67,0,2.75,Interest Bearing,0,56609.0,0.6,342.77,5.0,-8455.0,3.09,High Quality,19.46,Capital Intensive,-74.32,+,-,+,Mixed,34.6,19.02,5.78,47.18,45.81,2.34,51.83,31.95,3.42,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,44.44
ADANIENT,2024,3.46,11.8,7.96,6.51,1.83,1.92,0,2.75,Interest Bearing,0,70105.0,0.53,367.51,5.0,-8455.0,3.09,High Quality,19.46,Capital Intensive,-74.32,+,-,+,Mixed,34.6,19.02,5.78,47.18,45.81,2.34,51.83,31.95,3.42,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,44.44
ADANIGREEN,2017,-9.36,80.28,-3.91,2.68,-0.76,3.61,1,1.45,Interest Bearing,1,4321.0,0.08,0.94,0.0,-1483.0,0.6,Moderate,301.0,Capital Intensive,-367.99,+,-,+,Mixed,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,0.0
ADANIGREEN,2018,-9.32,56.96,-10.29,2.97,-0.88,7.36,1,1.6,Interest Bearing,0,9777.0,0.09,0.86,0.0,-3779.0,4.7,High Quality,299.19,Capital Intensive,-448.28,+,-,+,Mixed,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,11.11
ADANIGREEN,2019,-23.08,74.15,-24.57,3.66,-3.24,5.76,1,1.43,Interest Bearing,1,11065.0,0.14,1.24,0.0,-1041.0,3.42,High Quality,129.54,Capital Intensive,-68.22,+,-,+,Mixed,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,11.11
ADANIGREEN,2020,-2.67,56.89,-2.89,2.0,-0.37,6.31,1,1.35,Interest Bearing,1,14390.0,0.14,1.51,0.0,-1778.0,28.9,High Quality,146.84,Capital Intensive,-122.62,+,-,+,Mixed,71.88,,,,,,,,,NORMAL,INSUFFICIENT,INSUFFICIENT,BOTH_NEGATIVE,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,11.11
ADANIGREEN,2021,5.83,71.73,8.27,2.57,0.63,11.0,1,1.35,Interest Bearing,1,23707.0,0.11,1.41,0.0,-7536.0,8.8,High Quality,292.48,Capital Intensive,-336.28,+,-,+,Mixed,28.28,,,,,,,,,NORMAL,INSUFFICIENT,INSUFFICIENT,TURNAROUND,INSUFFICIENT,INSUFFICIENT,TURNAROUND,INSUFFICIENT,INSUFFICIENT,11.11
ADANIGREEN,2022,9.53,68.42,18.71,2.53,0.83,20.21,1,1.54,Interest Bearing,0,52258.0,0.09,1.67,0.0,-15603.0,6.39,High Quality,364.89,Capital Intensive,-444.28,+,-,+,Mixed,35.62,59.2,,,,,,,,NORMAL,NORMAL,INSUFFICIENT,TURNAROUND,TURNAROUND,INSUFFICIENT,TURNAROUND,INSUFFICIENT,INSUFFICIENT,33.33
ADANIGREEN,2023,12.51,63.91,13.32,4.43,1.45,7.42,1,1.94,Interest Bearing,0,53074.0,0.12,4.61,0.0,3408.0,7.47,High Quality,49.6,Capital Intensive,68.57,+,-,-,Shareholder Returns,45.03,39.35,,,,,,,,NORMAL,NORMAL,INSUFFICIENT,TURNAROUND,TURNAROUND,INSUFFICIENT,INSUFFICIENT,TURNAROUND,INSUFFICIENT,33.33
ADANIGREEN,2024,13.67,79.37,12.81,4.78,1.43,6.6,1,1.71,Interest Bearing,0,63343.0,0.1,6.21,0.0,-13347.0,6.12,High Quality,228.42,Capital Intensive,-182.39,+,-,+,Mixed,43.44,34.98,,90.59,,,91.29,,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,TURNAROUND,INSUFFICIENT,NORMAL,TURNAROUND,INSUFFICIENT,22.22
ADANIGREEN,2024,13.67,79.37,11.91,4.58,1.28,6.38,1,1.71,Interest Bearing,0,65099.0,0.09,6.68,0.0,-13347.0,6.12,High Quality,228.42,Capital Intensive,-182.39,+,-,+,Mixed,43.44,34.98,,90.59,,,91.29,,,NORMAL,NORMAL,INSUFFICIENT,NORMAL,TURNAROUND,INSUFFICIENT,NORMAL,TURNAROUND,INSUFFICIENT,22.22
ADANIPORTS,2013,45.82,66.59,25.63,12.12,7.79,1.82,0,5.03,Interest Bearing,0,11398.0,0.17,15.95,12.0,-3757.0,0.84,Moderate,143.58,Capital Intensive,-157.72,+,-,+,Mixed,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,22.22
ADANIPORTS,2013,45.82,66.59,25.63,12.12,7.79,1.82,0,5.03,Interest Bearing,0,11398.0,0.17,15.95,12.0,-3757.0,0.84,Moderate,143.58,Capital Intensive,-157.72,+,-,+,Mixed,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,22.22
ADANIPORTS,2014,36.05,60.43,19.86,12.08,7.06,1.48,0,3.69,Interest Bearing,0,12916.0,0.2,21.17,12.0,-1378.0,0.65,Moderate,51.97,Capital Intensive,-47.21,+,-,+,Mixed,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,22.22
ADANIPORTS,2014,36.05,60.43,19.86,12.08,7.06,1.48,0,3.69,Interest Bearing,0,12916.0,0.2,21.17,12.0,-1378.0,0.65,Moderate,51.97,Capital Intensive,-47.21,+,-,+,Mixed,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,22.22
ADANIPORTS,2015,37.78,63.43,21.59,11.96,7.24,1.65,0,3.9,Interest Bearing,0,17516.0,0.19,26.0,10.0,572.0,1.32,High Quality,40.39,Capital Intensive,14.66,+,-,-,Shareholder Returns,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,44.44
ADANIPORTS,2015,37.78,63.43,21.59,11.96,7.24,1.65,0,3.9,Interest Bearing,0,17516.0,0.19,26.0,10.0,572.0,1.32,High Quality,40.39,Capital Intensive,14.66,+,-,-,Shareholder Returns,,,,,,,,,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,44.44
